SIGLA ICAO AERÓDROMO;SIGLA IATA AERÓDROMO;NOME AERÓDROMO;MUNICÍPIO AERÓDROMO;ESTADO AERÓDROMO;PAÍS AERÓDROMO;AERONAVE CRÍTICA;LATITUDE;LONGITUDE
SVRS;LRV;LOS ROQUES AIRPORT;LOS ROQUES DEPENDENCIAS FEDERALES (VENEZUELA);;VENEZUELA;N/I;11,945833;-66,671667
SVSA;SVZ;JUAN VICENTE GÓMEZ INTERNATIONAL AIRPORT;SAN ANTONIO DEL TÁCHIRA;;VENEZUELA;N/I;7,840833;-72,439722
SVSE;SNV;SANTA ELENA DE UAIREN AIRPORT;BOLÍVAR;;VENEZUELA;N/I;4,554722;-61,144722
SVSO;STD;MAYOR BUENAVENTURA VIVAS AIRPORT;SANTO DOMINGO;;VENEZUELA;N/I;7,565;-72,035
SVST;SOM;SAN TOMÉ AIRPORT;SAN TOMÉ;;VENEZUELA;N/I;8,945278;-64,151111
SVSZ;STB;MIGUEL URDANETA FERNÁNDEZ AIRPORT;SANTA BÁRBARA DEL ZULIA;;VENEZUELA;N/I;8,974167;-71,942778
SVVA;VLN;ARTURO MICHELENA INTERNATIONAL AIRPORT;VALENCIA, CARABOBO;;VENEZUELA;N/I;10,149722;-67,928333
SVVG;VIG;JUAN PABLO PEREZ ALFONSO AIRPORT;EL VIGIA;;VENEZUELA;N/I;8,624167;-71,672778
SVVL;VLV;DR. ANTONIO NICOLÁS BRICENO AIRPORT;VALERA, TRUJILLO;;VENEZUELA;N/I;9,340833;-70,584167
SWBC;BAZ;BARCELOS;BARCELOS;AM;BRASIL;2C;-0,980833333;-62,91888888
SWBE;JSB;WALFRIDO SAMITO DE ALMEIDA;SÃO BENEDITO;CE;BRASIL;-;-4,05;-40,88333333
SWBG;LCB;PONTES E LACERDA;PONTES E LACERDA;MT;BRASIL;-;-15,19333333;-59,38527777
SWBR;RBB;BORBA;BORBA;AM;BRASIL;-;-4,408611111;-59,59777777
SWCA;CAF;CARAUARI;CARAUARI;AM;BRASIL;2C;-4,871388888;-66,8975
SWCQ;CQS;COSTA MARQUES;COSTA MARQUES;RO;BRASIL;-;-12,42166666;-64,25166666
SWDM;DMT;DIAMANTINO;DIAMANTINO;MT;BRASIL;-;-14,37694444;-56,40055555
SWDN;DNO;DIANÓPOLIS;DIANÓPOLIS;TO;BRASIL;-;-11,59527777;-46,84777777
SWEI;ERN;EIRUNEPÉ;EIRUNEPÉ;AM;BRASIL;2C;-6,6375;-69,88305555
SWEK;CQA;CANARANA;CANARANA;MT;BRASIL;-;-13,57444444;-52,27055555
SWFX;SXO;SÃO FÉLIX DO ARAGUAIA;SÃO FÉLIX DO ARAGUAIA;MT;BRASIL;-;-11,63194444;-50,68833333
SWGI;GRP;GURUPI;GURUPI;TO;BRASIL;-;-11,73944444;-49,13333333
SWGN;AUX;ARAGUAÍNA;ARAGUAÍNA;TO;BRASIL;3C;-7,228333333;-48,24083333
SWHP;GGB;OLHOS D´ÁGUA;ÁGUA BOA;MT;BRASIL;-;-14,01944444;-52,15222222
SWHT;HUW;FRANCISCO CORREA DA CRUZ;HUMAITÁ;AM;BRASIL;2C;-7,533611111;-63,05055555
SWII;IPG;IPIRANGA;SANTO ANTÔNIO DO IÇÁ;AM;BRASIL;-;-2,933611111;-69,69472222
SWIQ;MQH;MINAÇU;MINAÇU;GO;BRASIL;-;-13,55055555;-48,20055555
SWJN;JIA;JUÍNA;JUÍNA;MT;BRASIL;-;-11,41944444;-58,71
SWJW;JTI;JATAÍ;JATAÍ;GO;BRASIL;-;-17,83;-51,77527777
SWKC;CCX;CÁCERES;CÁCERES;MT;BRASIL;-;-16,04277777;-57,62972222
SWKO;CIZ;COARI;COARI;AM;BRASIL;2C;-4,133888888;-63,13111111
SWKQ;NSR;SERRA DA CAPIVARA/SÃO RAIMUNDO NONATO;SÃO RAIMUNDO NONATO;PI;BRASIL;-;-9,082777777;-42,64444444
SWKT;TLZ;CATALÃO;CATALÃO;GO;BRASIL;-;-18,21694444;-47,89944444
SWLB;LBR;LÁBREA;LÁBREA;AM;BRASIL;2C;-7,250277777;-64,78388888
SWLC;RVD;GENERAL LEITE DE CASTRO;RIO VERDE;GO;BRASIL;2C;-17,83472222;-50,95611111
SWMW;MBZ;MAUÉS;MAUÉS;AM;BRASIL;-;-3,356944444;-57,71222222
SWNK;BCR;NOVO CAMPO;BOCA DO ACRE;AM;BRASIL;-;-8,833611111;-67,31222222
SWNQ;NQL;NIQUELÂNDIA;NIQUELÂNDIA;GO;BRASIL;-;-14,43638888;-48,49194444
SWNS;APS;ANÁPOLIS;ANÁPOLIS;GO;BRASIL;-;-16,3625;-48,92805555
SWOB;FBA;FONTE BOA;FONTE BOA;AM;BRASIL;2C;-2,533611111;-66,06722222
SWPG;PBV;PORTO DOS GAÚCHOS;PORTO DOS GAÚCHOS;MT;BRASIL;-;-11,51694444;-57,33388888
SWPI;PIN;JÚLIO BÉLEM;PARINTINS;AM;BRASIL;3C;-2,669444444;-56,77111111
SWPM;PBQ;PIMENTA BUENO;PIMENTA BUENO;RO;BRASIL;-;-11,64166666;-61,18111111
SWPY;WQR;PRIMAVERA DO LESTE;PRIMAVERA DO LESTE;MT;BRASIL;-;-15,56555555;-54,33777777
SWST;STZ;SANTA TEREZINHA;SANTA TEREZINHA;MT;BRASIL;N/I;-10,464722222;-50,518611111
SWTP;IRZ;SANTA IZABEL DO RIO NEGRO;SANTA ISABEL DO RIO NEGRO;AM;BRASIL;2C;-0,416944444;-65,03388888
SWTS;TGQ;TANGARÁ DA SERRA;TANGARÁ DA SERRA;MT;BRASIL;-;-14,66194444;-57,44388888
SWUA;SQM;SÃO MIGUEL DO ARAGUAIA;SÃO MIGUEL DO ARAGUAIA;GO;BRASIL;-;-13,33388888;-50,20583333
SWVC;VLP;VILA RICA;VILA RICA;MT;BRASIL;-;-9,981111111;-51,14055555
SWXM;MBK;REGIONAL ORLANDO VILLAS BOAS;MATUPÁ;MT;BRASIL;-;-10,17027777;-54,95277777
SWXV;NOK;XAVANTINA;NOVA XAVANTINA;MT;BRASIL;-;-14,69083333;-52,34916666
SWYN;IUP;PRAINHA;APUÍ;AM;BRASIL;-;-7,172222222;-59,83888888
SYCJ;GEO;CHEDDI JAGAN INTERNATIONAL AIRPORT;GEORGETOWN;;GUIANA;N/I;6,498333;-58,253889
SYGO;OGL;OGLE AIRPORT;OGLE;;GUIANA;N/I;6,80611;-58,10583
TAPA;ANU;VC BIRD INTERNATIONAL AIRPORT;SAINT JOHN´S, ANTIGUA;;ANTÍGUA E BARBUDA;N/I;17,136667;-61,793056
TAPH;BBQ;CODRINGTON AIRPORT;CODRINGTON, BARBUDA;;ANTÍGUA E BARBUDA;N/I;17,635833;-61,826944
TBPB;BGI;GRANTLEY ADAMS INTERNATIONAL AIRPORT;BRIDGETOWN;;BARBADOS;N/I;13,074722;-59,4925
TDCF;DCF;CANEFIELD AIRPORT;ROSEAU;;DOMINICA;N/I;15,336667;-61,392222
TDPD;DOM;MELVILLE HALL AIRPORT;MARIGOT;;DOMINICA;N/I;15,546944;-61,3
TFFF;FDF;MARTINIQUE AIMÉ CÉSAIRE INTERNATIONAL AIRPORT;LE LAMENTIN, FORT-DE-FRANCE;;MARTINICA;N/I;14,59111;-61,00306
TFFG;SFG;L´ESPÉRANCE AIRPORT;GRAND CASE;;ILHA DE SÃO MARTINHO;N/I;18,100556;-63,048889
TFFJ;SBH;GUSTAF III AIRPORT;ST. JEAN;;COLETIVIDADE DE SÃO BARTOLOMEU;N/I;17,904444;-62,843889
TFFM;GBJ;MARIE-GALANTE AIRPORT;MARIE GALANTE;;GUADALUPE;N/I;15,868611;-61,272222
TFFR;PTP;POINTE-À-PITRE - LE RAIZET AIRPORT;GRANDE-TERRE;;GUADALUPE;N/I;16,264167;-61,525833
TFFS;LSS;LES SAINTES AIRPORT;LES SAINTES;;GUADALUPE;N/I;15,864444;-61,580556
TGPY;GND;MAURICE BISHOP INTERNATIONAL AIRPORT;ST. GEORGE´S;;GRANADA;N/I;12,004167;-61,786111
TGPZ;CRU;LAURISTON AIRPORT (CARRIACOU ISLAND AIRPORT);CARRIACOU ISLAND;;GRANADA;N/I;12,476944;-61,472222
TIST;STT;CYRIL E. KING AIRPORT;ST. THOMAS;;ILHAS VIRGENS AMERICANAS;N/I;18,337222;-64,973333
TISX;STX;HENRY E. ROHLSEN AIRPORT;ST. CROIX;;ILHAS VIRGENS AMERICANAS;N/I;17,704444;-64,801667
TJAB;ARE;ANTONIO (NERY) JUARBE POL AIRPORT;ARECIBO;;PORTO RICO;N/I;18,451111;-66,675556
TJBQ;BQN;RAFAEL HERNÁNDEZ AIRPORT;AQUADILLA BORINQUEN;;PORTO RICO;N/I;18,495;-67,129444
TJCP;CPX;BENJAMIN RIVERA NORIEGA AIRPORT;CULEBRA;;PORTO RICO;N/I;18,313333;-65,304444
TJFA;FAJ;DIEGO JIMENEZ TORRES AIRPORT;FAJARDO;;PORTO RICO;N/I;18,308056;-65,661944
TJIG;SIG;FERNANDO RIBAS DOMINICCI AIRPORT (ISLA GRANDE AIRPORT);SAN JUAN;;PORTO RICO;N/I;18,456667;-66,098333
TJMZ;MAZ;EUGENIO MARÍA DE HOSTOS AIRPORT;MAYAGUEZ;;PORTO RICO;N/I;18,255556;-67,148333
TJPS;PSE;MERCEDITA AIRPORT;PONCE;;PORTO RICO;N/I;18,008333;-66,563056
TJRV;NRR;JOSÉ APONTE DE LA TORRE AIRPORT;CEIBA;;PORTO RICO;N/I;18,245278;-65,643333
TJSJ;SJU;LUIS MUÑOZ MARÍN INTERNATIONAL AIRPORT;SAN JUAN;;PORTO RICO;N/I;18,439167;-66,001944
TJVQ;VQS;VIEQUES AIRPORT (ANTONIO RIVERA RODRÍGUEZ AIRPORT);VIEQUES;;PORTO RICO;N/I;18,134722;-65,493611
TKPK;SKB;ROBERT L. BRADSHAW INTERNATIONAL AIRPORT;BASSETERRE, SAINT KITTS;;SÃO CRISTÓVÃO E NÉVIS;N/I;17,311389;-62,718611
TKPN;NEV;VANCE W. AMORY INTERNATIONAL AIRPORT;CHARLESTOWN, NEVIS;;SÃO CRISTÓVÃO E NÉVIS;N/I;17,205556;-62,59
TLPC;SLU;GEORGE F. L. CHARLES AIRPORT (FORMERLY VIGIE AIRPORT);CASTRIES, SAINT LUCIA;;SANTA LÚCIA;N/I;14,020278;-60,993056
TLPL;UVF;HEWANORRA INTERNATIONAL AIRPORT;VIEUX-FORT, SAINT LUCIA;;SANTA LÚCIA;N/I;13,733333;-60,9525
TNCA;AUA;QUEEN BEATRIX INTERNATIONAL AIRPORT;ORANJESTAD, ARUBA;;ARUBA;N/I;12,501389;-70,015278
TNCB;BON;FLAMINGO INTERNATIONAL AIRPORT;KRALENDIJK, BONAIRE;;ANTILHAS HOLANDESAS;N/I;12,131111;-68,268611
TNCC;CUR;HATO INTERNATIONAL AIRPORT;WILLEMSTAD;;CURAÇAO;N/I;12,188889;-68,959722
TNCE;EUX;F.D. ROOSEVELT AIRPORT;SINT EUSTATIUS;;ANTILHAS HOLANDESAS;N/I;17,496389;-62,979444
TNCM;SXM;PRINCESS JULIANA INTERNATIONAL AIRPORT;PHILIPSBURG;;ILHA DE SÃO MARTINHO;N/I;18,040833;-63,109444
TNCS;SAB;JUANCHO E. YRAUSQUIN AIRPORT;SABA;;ANTILHAS HOLANDESAS;N/I;17,645556;-63,220556
TQPF;AXA;ANGUILLA WALLBLAKE AIRPORT;THE VALLEY;;ANGUILLA;N/I;18,204722;-63,055
TTCP;TAB;ARTHUR NAPOLEON RAYMOND ROBINSON INTERNATIONAL AIRPORT;SCARBOROUGH, TOBAGO;;TRINIDAD E TOBAGO;N/I;11,149722;-60,832222
TTPP;POS;PIARCO INTERNATIONAL AIRPORT;PORT OF SPAIN, TRINIDAD;;TRINIDAD E TOBAGO;N/I;10,595278;-61,337222
TUPA;NGD;AUGUSTE GEORGE AIRPORT;ANEGADA;;ILHAS VIRGENS BRITÂNICAS;N/I;18,7275;-64,328056
TUPJ;EIS;TERRANCE B. LETTSOME INTERNATIONAL AIRPORT;BEEF ISLAND/TORTOLA;;ILHAS VIRGENS BRITÂNICAS;N/I;18,445556;-64,543056
TUPW;VIJ;VIRGIN GORDA AIRPORT;VIRGIN GORDA;;ILHAS VIRGENS BRITÂNICAS;N/I;18,445556;-64,428056
TVSB;BQU;J.F. MITCHELL AIRPORT;BEQUIA, GRENADINES;;SÃO VICENTE E GRANADINAS;N/I;12,988333;-61,261944
TVSC;CIW;CANOUAN AIRPORT;CANOUAN, GRENADINES;;SÃO VICENTE E GRANADINAS;N/I;12,699167;-61,3425
TVSM;MQS;MUSTIQUE AIRPORT;MUSTIQUE, GRENADINES;;SÃO VICENTE E GRANADINAS;N/I;12,888056;-61,180278
TVSU;UNI;UNION ISLAND AIRPORT;UNION ISLAND, GRENADINES;;SÃO VICENTE E GRANADINAS;N/I;12,598611;-61,414722
TVSV;SVD;E.T. JOSHUA AIRPORT;ARNO VALE (NEAR KINGSTOWN), SAINT VINCENT;;SÃO VICENTE E GRANADINAS;N/I;13,144444;-61,210833
TXKF;BDA;BERMUDA INTERNATIONAL AIRPORT;FERRY REACH;;BERMUDAS;N/I;32,364167;-64,678611
UAAA;ALA;ALMATY INTERNATIONAL AIRPORT[1];ALMATY;;CAZAQUISTÃO;N/I;43,355278;77,044722
UAAH;BXH;BALKHASH AIRPORT[1];BALKHASH;;CAZAQUISTÃO;N/I;46,893889;75,005278
UACC;TSE;ASTANA INTERNATIONAL AIRPORT[1];ASTANA;;CAZAQUISTÃO;N/I;51,021944;71,466944
UACK;KOV;KOKSHETAU AIRPORT[1];KOKSHETAU;;CAZAQUISTÃO;N/I;53,33;69,596667
UACP;PPK;PETROPAVL AIRPORT (PETROPAVLOVSK AIRPORT)[1];PETROPAVL;;CAZAQUISTÃO;N/I;54,774444;69,185
UADD;DMB;TARAZ AIRPORT[1];TARAZ;;CAZAQUISTÃO;N/I;42,853611;71,303611
UAII;CIT;SHYMKENT INTERNATIONAL AIRPORT[1];SHYMKENT (CHIMKENT);;CAZAQUISTÃO;N/I;42,365;69,476111
UAKD;DZN;ZHEZKAZGAN AIRPORT[1];ZHEZKAZGAN;;CAZAQUISTÃO;N/I;47,708889;67,739167
UAKK;KGF;SARY-ARKA AIRPORT (KARAGANDA AIRPORT)[1];KARAGANDA;;CAZAQUISTÃO;N/I;49,671389;73,336389
UAOO;KZO;KYZYLORDA AIRPORT[1];KYZYLORDA;;CAZAQUISTÃO;N/I;44,706944;65,5925
UARR;URA;ORAL AK ZHOL AIRPORT (URALSK AIRPORT)[1];ORAL (URALSK);;CAZAQUISTÃO;N/I;51,150833;51,543056
UASB;EKB;EKIBASTUZ AIRPORT;EKIBASTUZ;;CAZAQUISTÃO;N/I;51,583333;75,216667
UASK;UKK;OSKEMEN AIRPORT (UST-KAMENOGORSK AIRPORT)[1];OSKEMEN (UST KAMENOGORSK);;CAZAQUISTÃO;N/I;50,036111;82,494167
UASP;PWQ;PAVLODAR AIRPORT[1];PAVLODAR;;CAZAQUISTÃO;N/I;52,195;77,073889
UASS;PLX;SEMEY AIRPORT (SEMIPALATINSK AIRPORT)[1];SEMEY (SEMIPALATINSK);;CAZAQUISTÃO;N/I;50,351389;80,234444
UATE;SCO;AKTAU AIRPORT[1];AKTAU;;CAZAQUISTÃO;N/I;43,86;51,091944
UATG;GUW;ATYRAU AIRPORT[1];ATYRAU;;CAZAQUISTÃO;N/I;47,121944;51,821389
UATT;AKX;AKTOBE AIRPORT[1];AKTOBE (AKTYUBINSK);;CAZAQUISTÃO;N/I;50,245833;57,206667
UAUR;AYK;ARKALYK AIRPORT;ARKALYK;;CAZAQUISTÃO;N/I;50,325;66,96
UAUU;KSN;KOSTANAY AIRPORT[1];KOSTANAY;;CAZAQUISTÃO;N/I;53,206944;63,550278
UBBB;GYD;HEYDAR ALIYEV INTERNATIONAL AIRPORT;BAKU;;AZERBAIJÃO;N/I;40,4675;50,046667
UBBG;KVD;GANJA INTERNATIONAL AIRPORT;GANJA;;AZERBAIJÃO;N/I;40,737778;46,3175
UBBL;LLK;LENKORAN INTERNATIONAL AIRPORT;LANKARAN;;AZERBAIJÃO;N/I;38,758611;48,806389
UBBY;ZTU;ZAQATALA INTERNATIONAL AIRPORT;ZAQATALA;;AZERBAIJÃO;N/I;41,562222;46,667222
UCFM;FRU;MANAS INTERNATIONAL AIRPORT;BISHKEK;;QUIRGUISTÃO;N/I;43,061306;74,477556
UCFO;OSS;OSH AIRPORT;OSH;;QUIRGUISTÃO;N/I;40,608889;72,793056
UDSG;LWN;SHIRAK AIRPORT;GYUMRI;;ARMÊNIA;N/I;40,750278;43,859167
UDYZ;EVN;ZVARTNOTS INTERNATIONAL AIRPORT;ZVARTNOTS (NEAR YEREVAN);;ARMÊNIA;N/I;40,147222;44,395833
UEEA;ADH;ALDAN AIRPORT;ALDAN;;RÚSSIA;N/I;58,603056;125,407222
UEEE;YKS;YAKUTSK AIRPORT;YAKUTSK;;RÚSSIA;N/I;62,093333;129,770556
UELL;NER;CHULMAN NERYUNGRI AIRPORT;CHULMAN;;RÚSSIA;N/I;56,913333;124,911667
UEMM;GYG;MAGAN AIRPORT;MAGAN, RUSSIA, SAKHA REPUBLIC;;RÚSSIA;N/I;62,107222;129,543333
UENN;NYR;NYURBA AIRPORT;NYURBA, SAKHA REPUBLIC;;RÚSSIA;N/I;63,297222;118,346944
UENW;VYI;VILYUYSK AIRPORT;VILYUYSK, SAKHA REPUBLIC;;RÚSSIA;N/I;63,756111;121,694167
UERO;ONK;OLENYOK AIRPORT;OLENYOK, SAKHA REPUBLIC;;RÚSSIA;N/I;68,515556;112,479167
UERP;PYJ;POLYARNY AIRPORT;POLYARNYJ (NEAR UDACHNY, NOT POLYARNY, MURMANSK OBLAST);;RÚSSIA;N/I;66,416667;112,05
UERR;MJZ;MIRNY AIRPORT;MIRNY;;RÚSSIA;N/I;62,534444;114,022222
UESG;BGN;BELAYA GORA AIRPORT;BELAYA GORA, SAKHA REPUBLIC;;RÚSSIA;N/I;68,538056;146,185833
UESO;CKH;CHOKURDAKH AIRPORT;CHOKURDAKH;;RÚSSIA;N/I;70,625;147,896667
UESS;CYX;CHERSKY AIRPORT;CHERSKY;;RÚSSIA;N/I;68,743333;161,336667
UEST;IKS;TIKSI AIRPORT;TIKSI;;RÚSSIA;N/I;71,6975;128,902778
UESU;ZKP;ZYRYANKA AIRPORT;ZYRYANKA, VERKHNEKOLYMSKY DISTRICT, SAKHA REPUBLIC;;RÚSSIA;N/I;65,738333;150,707778
UGKO;KUT;KOPITNARI AIRPORT;KUTAISI;;GEÓRGIA;N/I;42,176389;42,4825
UGSB;BUS;BATUMI AIRPORT;BATUMI;;GEÓRGIA;N/I;41,610278;41,599444
UGSS;SUI;SUKHUMI DRANDA AIRPORT;SUKHUMI, ABKHAZIA;;GEÓRGIA;N/I;42,858056;41,128056
UGTB;TBS;TBILISI INTERNATIONAL AIRPORT;TBILISI;;GEÓRGIA;N/I;41,669167;44,954722
UHBB;BQS;IGNATYEVO AIRPORT;BLAGOVESCHENSK;;RÚSSIA;N/I;50,425;127,413333
UHBI;GDG;MAGDAGACHI AIRPORT;MAGDAGACHI;;RÚSSIA;N/I;53,466667;125,8
UHHH;KHV;NOVY AIRPORT;KHABAROVISK;;RÚSSIA;N/I;48,528056;135,188333
UHKK;KXK;KOMSOMOLSK-ON-AMUR AIRPORT;KOMSOMOLSK-ON-AMUR;;RÚSSIA;N/I;50,408333;136,933333
UHMA;DYR;UGOLNY AIRPORT;ANADYR;;RÚSSIA;N/I;64,735;177,741667
UHMD;PVS;PROVIDENIYA BAY AIRPORT;PROVIDENIYA;;RÚSSIA;N/I;64,378333;-173,243333
UHMK;KPW;KEPERVEYEM AIRPORT;KEPERVEYEM, CHUKOTKA AUTONOMOUS OKRUG;;RÚSSIA;N/I;67,846944;166,138889
UHMM;GDX;SOKOL AIRPORT;MAGADAN;;RÚSSIA;N/I;59,911111;150,720556
UHMO;KVM;MARKOVO AIRPORT;MARKOVO, CHUKOTKA AUTONOMOUS OKRUG;;RÚSSIA;N/I;64,665278;170,414167
UHMP;PWE;PEVEK AIRPORT;PEVEK;;RÚSSIA;N/I;69,783333;170,596667
UHPP;PKC;YELIZOVO AIRPORT;PETROPAVLOVSK-KAMCHATSKY;;RÚSSIA;N/I;53,1677;158,4536
UHSH;OHH;OKHA AIRPORT;OKHA;;RÚSSIA;N/I;53,517778;142,880092
UHSS;UUS;YUZHNO-SAKHALINSK AIRPORT;YUZHNO-SAKHALINSK;;RÚSSIA;N/I;46,886944;142,721944
UHWW;VVO;VLADIVOSTOK INTERNATIONAL AIRPORT;VLADIVOSTOK;;RÚSSIA;N/I;43,399167;132,151389
UIAA;HTA;KADALA AIRPORT;CHITA;;RÚSSIA;N/I;52,026667;113,305
UIBB;BTK;BRATSK AIRPORT;BRATSK;;RÚSSIA;N/I;56,37;101,698333
UIII;IKT;IRKUTSK INTERNATIONAL AIRPORT;IRKUTSK;;RÚSSIA;N/I;52,268056;104,388889
UIKE;ERG;ERBOGACHEN AIRPORT;YERBOGACHEN;;RÚSSIA;N/I;61,275;108,03
UITT;UKX;UST-KUT AIRPORT;UST-KUT;;RÚSSIA;N/I;56,856667;105,73
UIUU;UUD;MUKHINO AIRPORT;ULAN-UDE;;RÚSSIA;N/I;51,8075;107,4375
UKBB;KBP;BORYSPIL INTERNATIONAL AIRPORT;BORYSPIL (NEAR KIEV);;UCRÂNIA;N/I;50,344722;30,893333
UKBM;MXR;MYRHOROD AIRPORT;MYRHOROD;;UCRÂNIA;N/I;49,931667;33,639444
UKCC;DOK;DONETSK AIRPORT;DONETSK;;UCRÂNIA;N/I;48,075;37,725556
UKCM;MPW;MARIUPOL AIRPORT;MARIUPOL;;UCRÂNIA;N/I;47,0725;37,456389
UKCW;VSG;LUHANSK INTERNATIONAL AIRPORT;LUHANSK;;UCRÂNIA;N/I;48,418;39,374
UKDB;ERD;BERDYANSK AIRPORT;BERDYANSK;;UCRÂNIA;N/I;46,814722;36,758056
UKDD;DNK;DNIPROPETROVSK INTERNATIONAL AIRPORT;DNIPROPETROVSK;;UCRÂNIA;N/I;48,357222;35,100556
UKDE;OZH;ZAPORIZHIA INTERNATIONAL AIRPORT;ZAPORIZHIA;;UCRÂNIA;N/I;47,866944;35,315833
UKDR;KWG;KRYVYI RIH INTERNATIONAL AIRPORT;KRYVYI RIH;;UCRÂNIA;N/I;48,043056;33,206944
UKFB;UKS;"BELBEK" SEVASTOPOL INTERNATIONAL AIRPORT;SEVASTOPOL;;UCRÂNIA;N/I;44,683333;33,583333
UKHH;HRK;KHARKIV INTERNATIONAL AIRPORT;KHARKIV;;UCRÂNIA;N/I;49,924722;36,29
UKHK;KHU;KREMENCHUK AIRPORT;KREMENCHUK;;UCRÂNIA;N/I;49,130833;33,475278
UKHP;PLV;POLTAVA AIRPORT;POLTAVA;;UCRÂNIA;N/I;49,573889;34,398611
UKHS;UMY;SUMY AIRPORT;SUMY;;UCRÂNIA;N/I;50,858333;34,7625
UKKK;IEV;KIEV INTERNATIONAL AIRPORT;KIEV;;UCRÂNIA;N/I;50,401667;30,451667
UKKL;CEJ;CHERNIHIV SHESTOVITSA AIRPORT;CHERNIHIV;;UCRÂNIA;N/I;51,403333;31,16
UKKT;NNN;SVIATOSHYN AIRFIELD;KIEV;;UCRÂNIA;N/I;50,478333;30,385
UKKV;ZTR;ZHYTOMYR AIRPORT;ZHYTOMYR;;UCRÂNIA;N/I;50,270556;28,738611
UKLC;UCK;LUTSK AIRPORT;LUTSK;;UCRÂNIA;N/I;50,683333;25,483333
UKLH;HMJ;KHMELNYTSKYI AIRPORT;KHMELNYTSKYI;;UCRÂNIA;N/I;49,36;26,933333
UKLI;IFO;IVANO-FRANKIVSK AIRPORT;IVANO-FRANKIVSK;;UCRÂNIA;N/I;48,884167;24,686111
UKLL;LWO;LVIV INTERNATIONAL AIRPORT;LVIV;;UCRÂNIA;N/I;49,8125;23,956111
UKLN;CWC;CHERNIVTSI AIRPORT;CHERNIVTSI;;UCRÂNIA;N/I;48,258889;25,981111
UKLR;RWN;RIVNE AIRPORT;RIVNE;;UCRÂNIA;N/I;50,607222;26,141667
UKLT;TNL;TERNOPIL AIRPORT;TERNOPIL;;UCRÂNIA;N/I;49,525;25,7
UKLU;UDJ;UZHHOROD AIRPORT;UZHHOROD;;UCRÂNIA;N/I;48,634167;22,263333
UKON;NLV;MYKOLAIV AIRPORT;MYKOLAIV;;UCRÂNIA;N/I;47,058056;31,920833
UKOO;ODS;ODESSA INTERNATIONAL AIRPORT;ODESSA;;UCRÂNIA;N/I;46,426944;30,678056
UKWW;VIN;VINNYTSIA AIRPORT;VINNYTSIA;;UCRÂNIA;N/I;49,239722;28,613889
ULAA;ARH;TALAGI AIRPORT;ARKHANGELSK;;RÚSSIA;N/I;64,6;40,716667
ULAL;LDG;LESHUKONSKOYE AIRPORT;ARKHANGELSK;;RÚSSIA;N/I;64,895833;45,722778
ULAM;NNM;NARYAN-MAR AIRPORT;NARYAN-MAR;;RÚSSIA;N/I;67,64;53,125
ULDD;AMV;AMDERMA AIRPORT;AMDERMA;;RÚSSIA;N/I;69,763333;61,563333
ULKK;KSZ;KOTLAS AIRPORT;KOTLAS;;RÚSSIA;N/I;61,236667;46,696667
ULLI;LED;PULKOVO AIRPORT;SAINT PETERSBURG;;RÚSSIA;N/I;59,800278;30,2625
ULMM;MMK;MURMANSK AIRPORT;MURMANSK;;RÚSSIA;N/I;68,7838;32,755947
ULOL;VLU;VELIKIYE LUKI AIRPORT;VELIKIYE LUKI;;RÚSSIA;N/I;56,381667;30,61
ULOO;PKV;PSKOV AIRPORT;PSKOV;;RÚSSIA;N/I;57,785;28,398333
ULPB;PES;BESOVETS AIRPORT;PETROZAVODSK;;RÚSSIA;N/I;61,885;34,156667
ULSS;RVH;RZHEVKA AIRPORT;SAINT PETERSBURG;;RÚSSIA;N/I;59,98;30,588333
ULWW;VGD;VOLOGDA AIRPORT;VOLOGDA;;RÚSSIA;N/I;59,281667;39,946667
UMBB;BQT;BREST AIRPORT;BREST;;BIELORRÚSSIA;N/I;52,108333;23,898056
UMGG;GME;GOMEL AIRPORT;GOMEL;;BIELORRÚSSIA;N/I;52,526944;31,016667
UMII;VTB;VOSTOCHNY AIRPORT;VITEBSK;;BIELORRÚSSIA;N/I;55,126667;30,351667
UMMG;GNA;HRODNA AIRPORT;OBUKHOVO;;BIELORRÚSSIA;N/I;53,601944;24,053889
UMMM;MHP;MINSK-1;MINSK;;BIELORRÚSSIA;N/I;53,864444;27,539722
UMMS;MSQ;MINSK INTERNATIONAL AIRPORT;MINSK;;BIELORRÚSSIA;N/I;53,8825;28,0325
UMOO;MVQ;MOGILEV AIRPORT;MOGILEV;;BIELORRÚSSIA;N/I;53,955;30,095
UNAA;ABA;ABAKAN AIRPORT;ABAKAN;;RÚSSIA;N/I;53,743333;91,385833
UNBB;BAX;BARNAUL AIRPORT;BARNAUL;;RÚSSIA;N/I;53,363333;83,541667
UNEE;KEJ;KEMOROVO AIRPORT;KEMEROVO;;RÚSSIA;N/I;55,271667;86,11
UNIP;TGP;PODKAMENNAYA TUNGUSKA AIRPORT;PODKAMENNAYA TUNGUSKA, KRASNOYARSK;;RÚSSIA;N/I;61,59;89,973333
UNKL;KJA;KRASNOYARSK YEMELYANOVO AIRPORT;KRASNOYARSK;;RÚSSIA;N/I;56,171667;92,493333
UNKY;KYZ;KYZYL AIRPORT;KYZYL;;RÚSSIA;N/I;51,676072;94,40515
UNNT;OVB;NOVOSIBIRSK TOLMACHEVO AIRPORT;NOVOSIBIRSK;;RÚSSIA;1A;55,0125;82,6506
